wape,mae,rmse,rmsle,mase,n,regime,model
0.4452541470527649,2.8932697772979736,6.467374324798584,0.6235190033912659,0.7344741821289062,132144.0,normal,lightgbm
0.4527532160282135,2.9419989585876465,6.438961505889893,0.6395233273506165,0.7468444108963013,132144.0,normal,always_on
0.4452541470527649,2.8932697772979736,6.467374324798584,0.6235190033912659,0.7344741821289062,132144.0,normal,constant_gate
0.44628772139549255,2.8999860286712646,6.450252532958984,0.6252880096435547,0.7361791729927063,132144.0,normal,gated
0.44635555148124695,2.9004268646240234,6.452065944671631,0.6250385642051697,0.7362910509109497,132144.0,normal,gated_A2_no_recent_error
0.44543227553367615,2.8944272994995117,6.452027797698975,0.624371349811554,0.7347680330276489,132144.0,normal,gated_A3_no_promotion
0.44554460048675537,2.8951573371887207,6.457221984863281,0.6242594122886658,0.7349533438682556,132144.0,normal,gated_A5_no_demand_state
0.48750120401382446,6.798230171203613,44.29527282714844,0.5886714458465576,0.777381181716919,31086.0,promotion,lightgbm
0.48464369773864746,6.7583818435668945,43.922264099121094,0.5836494565010071,0.7728245258331299,31086.0,promotion,always_on
0.48750120401382446,6.798230171203613,44.29527282714844,0.5886714458465576,0.777381181716919,31086.0,promotion,constant_gate
0.48464342951774597,6.758378028869629,44.24144744873047,0.5867680311203003,0.7728240489959717,31086.0,promotion,gated
0.48490339517593384,6.762003421783447,44.05910873413086,0.5861572027206421,0.7732385993003845,31086.0,promotion,gated_A2_no_recent_error
0.48581844568252563,6.774764060974121,44.16646194458008,0.5878112316131592,0.7746978402137756,31086.0,promotion,gated_A3_no_promotion
0.4858038127422333,6.77455997467041,44.21339797973633,0.5875778198242188,0.7746744751930237,31086.0,promotion,gated_A5_no_demand_state
0.4267044961452484,3.403346538543701,11.462550163269043,0.6702725291252136,0.6442396640777588,28252.0,post_promo,lightgbm
0.43468138575553894,3.4669692516326904,11.495339393615723,0.6831721067428589,0.6562831997871399,28252.0,post_promo,always_on
0.4267044961452484,3.403346538543701,11.462550163269043,0.6702725291252136,0.6442396640777588,28252.0,post_promo,constant_gate
0.4267217516899109,3.4034841060638428,11.459066390991211,0.6704152226448059,0.6442657113075256,28252.0,post_promo,gated
0.4268879294395447,3.4048094749450684,11.462324142456055,0.6704879403114319,0.6445165872573853,28252.0,post_promo,gated_A2_no_recent_error
0.4276510775089264,3.4108963012695312,11.468131065368652,0.6718933582305908,0.6456688046455383,28252.0,post_promo,gated_A3_no_promotion
0.42677342891693115,3.4038960933685303,11.462285041809082,0.6703622341156006,0.6443437337875366,28252.0,post_promo,gated_A5_no_demand_state
0.5058103203773499,4.100146770477295,12.814292907714844,0.6622365117073059,0.755316436290741,12544.0,holiday,lightgbm
0.5002314448356628,4.0549235343933105,12.657068252563477,0.6572739481925964,0.7469855546951294,12544.0,holiday,always_on
0.5058103203773499,4.100146770477295,12.814292907714844,0.6622365117073059,0.755316436290741,12544.0,holiday,constant_gate
0.5051591992378235,4.0948686599731445,12.801002502441406,0.6620897650718689,0.75434410572052,12544.0,holiday,gated
0.5054481029510498,4.09721040725708,12.792427062988281,0.6620765328407288,0.7547755241394043,12544.0,holiday,gated_A2_no_recent_error
0.5056986212730408,4.099241256713867,12.799545288085938,0.6623947024345398,0.7551496028900146,12544.0,holiday,gated_A3_no_promotion
0.5055557489395142,4.098083019256592,12.800459861755371,0.6621499061584473,0.7549362778663635,12544.0,holiday,gated_A5_no_demand_state
0.7805271148681641,2.1706008911132812,24.974313735961914,0.640967845916748,0.610665500164032,65366.0,high_vol,lightgbm
0.8322721123695374,2.3145008087158203,24.757225036621094,0.6528756618499756,0.6511495113372803,65366.0,high_vol,always_on
0.7805271148681641,2.1706008911132812,24.974313735961914,0.640967845916748,0.610665500164032,65366.0,high_vol,constant_gate
0.7796065211296082,2.1680407524108887,24.9584903717041,0.6413770914077759,0.6099452376365662,65366.0,high_vol,gated
0.7817474603652954,2.173994541168213,24.821197509765625,0.641730010509491,0.6116202473640442,65366.0,high_vol,gated_A2_no_recent_error
0.7807356715202332,2.1711807250976562,24.881956100463867,0.6415003538131714,0.6108285784721375,65366.0,high_vol,gated_A3_no_promotion
0.7807225584983826,2.171144485473633,24.934322357177734,0.6410890817642212,0.6108183860778809,65366.0,high_vol,gated_A5_no_demand_state
0.43815377354621887,3.4760031700134277,12.840295791625977,0.6225922107696533,0.7528447508811951,186634.0,low_vol,lightgbm
0.44159311056137085,3.503288507461548,12.784472465515137,0.6346598863601685,0.758754312992096,186634.0,low_vol,always_on
0.43815377354621887,3.4760031700134277,12.840295791625977,0.6225922107696533,0.7528447508811951,186634.0,low_vol,constant_gate
0.43809154629707336,3.4755096435546875,12.812759399414062,0.6236424446105957,0.7527378797531128,186634.0,low_vol,gated
0.4380698502063751,3.475337505340576,12.803190231323242,0.6234022974967957,0.7527005672454834,186634.0,low_vol,gated_A2_no_recent_error
0.43793776631355286,3.474289655685425,12.824541091918945,0.6232482194900513,0.7524736523628235,186634.0,low_vol,gated_A3_no_promotion
0.4378806948661804,3.473836898803711,12.816518783569336,0.6230387687683105,0.752375602722168,186634.0,low_vol,gated_A5_no_demand_state
