wape_base,wape_always_on,wape_gated,wape_oracle,headroom_wape,achieved_fraction,correction_helps_rate,gate_mean_when_helps,gate_mean_when_hurts
0.4755914,0.48431277,0.47543523,0.44428265,0.03130874,0.004987878,0.4252738095238095,0.1175120547413826,0.09108807891607285
