gate_mean,gate_median,gate_std,gate_p10,gate_p90,gate_mean_promo,gate_mean_nonpromo,gate_mean_holiday,gate_mean_highvol,gate_mean_normal
0.1023,0.003,0.2291,0.0,0.4029,0.2891,0.076,0.0239,0.0277,0.1183
