wape,mae,rmse,rmsle,n,model
0.4755913019180298,3.1373965740203857,16.84909439086914,0.627410352230072,252000.0,lightgbm
0.4724251204302988,3.116509781958609,16.844146960432788,0.6228976791169223,252000.0,a0_restricted
0.47301636971204714,3.120410154928756,16.840649865031903,0.6234436691986761,252000.0,a0_plus
0.47543519735336304,3.136366844177246,16.82747459411621,0.6282907128334045,252000.0,gated
