wape,mae,rmse,rmsle,mase,n,regime,model
0.606221616268158,3.939239501953125,8.537911415100098,0.8240038156509399,1.0,132144.0,normal,seasonal_naive
0.4446709824886837,2.889480584704819,6.476974774570334,0.6218117144474338,0.7335122891797206,132144.0,normal,lightgbm
0.6271072030067444,8.745041847229004,49.90589904785156,0.9079088568687439,1.0,31086.0,promotion,seasonal_naive
0.487493917092114,6.798127843628109,44.31580813881359,0.5885240044836337,0.7773693896939093,31086.0,promotion,lightgbm
0.6623380780220032,5.28273344039917,27.251007080078125,0.9273495078086853,1.0,28252.0,post_promo,seasonal_naive
0.4263224089011114,3.40029897946489,11.497336527026055,0.6692055209100831,0.6436627965101263,28252.0,post_promo,lightgbm
0.6696667075157166,5.428382873535156,21.734722137451172,0.893610954284668,1.0,12544.0,holiday,seasonal_naive
0.5104975259491553,4.13814191092437,12.9289037504855,0.6701427718355635,0.7623157775216884,12544.0,holiday,lightgbm
1.27815842628479,3.5544846057891846,38.19657516479492,0.8951637744903564,1.0,65366.0,high_vol,seasonal_naive
0.7801493885020516,2.169550292994083,24.999810028537876,0.6408376166023897,0.6103698661292664,65366.0,high_vol,lightgbm
0.5819974541664124,4.617157936096191,14.226730346679688,0.8362717628479004,1.0,186634.0,low_vol,seasonal_naive
0.4380114211361959,3.4748742184922494,12.848786746122993,0.6215087217429791,0.752600250324176,186634.0,low_vol,lightgbm
